Entity,Code,Year,Oil per capita (kWh)
Trinidad and Tobago,TTO,2007,18064.75
Trinidad and Tobago,TTO,2008,19115.758
Trinidad and Tobago,TTO,2009,18208.693
Trinidad and Tobago,TTO,2010,18760.771
Trinidad and Tobago,TTO,2011,17499.23
Trinidad and Tobago,TTO,2012,16589.725
Trinidad and Tobago,TTO,2013,18552.043
Trinidad and Tobago,TTO,2014,16543.553
Trinidad and Tobago,TTO,2015,17971.283
Trinidad and Tobago,TTO,2016,18902.805
Trinidad and Tobago,TTO,2017,17434.398
Trinidad and Tobago,TTO,2018,16171.4795
Trinidad and Tobago,TTO,2019,8744.203
Trinidad and Tobago,TTO,2020,8757.435
Trinidad and Tobago,TTO,2021,8771.29
Trinidad and Tobago,TTO,2022,8864.241
Turkey,TUR,1965,1338.3063
Turkey,TUR,1966,1557.7175
Turkey,TUR,1967,1781.8363
Turkey,TUR,1968,2086.6238
Turkey,TUR,1969,2265.3862
Turkey,TUR,1970,2344.8442
Turkey,TUR,1971,2716.9807
Turkey,TUR,1972,3011.3564
Turkey,TUR,1973,3590.8962
Turkey,TUR,1974,3418.9307
Turkey,TUR,1975,3699.1526
Turkey,TUR,1976,4093.1309
Turkey,TUR,1977,4535.6836
Turkey,TUR,1978,4754.411
Turkey,TUR,1979,4146.8857
Turkey,TUR,1980,4143.9224
Turkey,TUR,1981,4002.2612
Turkey,TUR,1982,4193.208
Turkey,TUR,1983,4308.586
Turkey,TUR,1984,4191.4355
Turkey,TUR,1985,4294.9873
Turkey,TUR,1986,4554.4956
Turkey,TUR,1987,5036.865
Turkey,TUR,1988,5247.972
Turkey,TUR,1989,4849.9297
Turkey,TUR,1990,5053.0977
Turkey,TUR,1991,4834.9
Turkey,TUR,1992,5018.7603
Turkey,TUR,1993,5650.6455
Turkey,TUR,1994,5309.2915
Turkey,TUR,1995,5853.555
Turkey,TUR,1996,6013.4165
Turkey,TUR,1997,5827.619
Turkey,TUR,1998,5726.96
Turkey,TUR,1999,5615.2305
Turkey,TUR,2000,5799.671
Turkey,TUR,2001,5317.2524
Turkey,TUR,2002,5605.9346
Turkey,TUR,2003,5452.294
Turkey,TUR,2004,5499.31
Turkey,TUR,2005,5356.5244
Turkey,TUR,2006,5497.1387
Turkey,TUR,2007,5527.779
Turkey,TUR,2008,5387.2485
Turkey,TUR,2009,5414.371
Turkey,TUR,2010,5208.0933
Turkey,TUR,2011,5029.015
Turkey,TUR,2012,5206.383
Turkey,TUR,2013,5472.922
Turkey,TUR,2014,5518.9316
Turkey,TUR,2015,6483.715
Turkey,TUR,2016,6781.578
Turkey,TUR,2017,7018.545
Turkey,TUR,2018,6713.68
Turkey,TUR,2019,6687.2705
Turkey,TUR,2020,6242.0635
Turkey,TUR,2021,6613.3115
Turkey,TUR,2022,6839.6875
Turkmenistan,TKM,1985,17739.865
Turkmenistan,TKM,1986,12566.59
Turkmenistan,TKM,1987,12210.402
Turkmenistan,TKM,1988,11874.09
Turkmenistan,TKM,1989,11546.934
Turkmenistan,TKM,1990,14734.576
Turkmenistan,TKM,1991,16041.186
Turkmenistan,TKM,1992,15042.686
Turkmenistan,TKM,1993,8430.099
Turkmenistan,TKM,1994,8263.313
Turkmenistan,TKM,1995,7426.4854
Turkmenistan,TKM,1996,8488.528
Turkmenistan,TKM,1997,8187.672
Turkmenistan,TKM,1998,10344.41
Turkmenistan,TKM,1999,11116.961
Turkmenistan,TKM,2000,10549.273
Turkmenistan,TKM,2001,9930.001
Turkmenistan,TKM,2002,11189.123
Turkmenistan,TKM,2003,12594.247
Turkmenistan,TKM,2004,12419.637
Turkmenistan,TKM,2005,12306.957
Turkmenistan,TKM,2006,11813.883
Turkmenistan,TKM,2007,12241.75
Turkmenistan,TKM,2008,12376.605
Turkmenistan,TKM,2009,11669.635
Turkmenistan,TKM,2010,12687.65
Turkmenistan,TKM,2011,12989.787
Turkmenistan,TKM,2012,13294.368
Turkmenistan,TKM,2013,13474.51
Turkmenistan,TKM,2014,13842.37
Turkmenistan,TKM,2015,13689.206
Turkmenistan,TKM,2016,13353.285
Turkmenistan,TKM,2017,13137.651
Turkmenistan,TKM,2018,13032.57
Turkmenistan,TKM,2019,12901.386
Turkmenistan,TKM,2020,12821.359
Turkmenistan,TKM,2021,12899.392
Turkmenistan,TKM,2022,12992.195
USSR,OWID_USS,1965,8661.186
USSR,OWID_USS,1966,9168.611
USSR,OWID_USS,1967,9879.735
USSR,OWID_USS,1968,10423.402
USSR,OWID_USS,1969,10976.83
USSR,OWID_USS,1970,11978.499
USSR,OWID_USS,1971,12590.983
USSR,OWID_USS,1972,13532.485
USSR,OWID_USS,1973,14419.791
USSR,OWID_USS,1974,15699.35
USSR,OWID_USS,1975,16305.26
USSR,OWID_USS,1976,16599.604
USSR,OWID_USS,1977,17104.69
USSR,OWID_USS,1978,17986.309
USSR,OWID_USS,1979,18144.76
USSR,OWID_USS,1980,18866.797
USSR,OWID_USS,1981,18878.863
USSR,OWID_USS,1982,18584.023
USSR,OWID_USS,1983,18144.977
USSR,OWID_USS,1984,17977.846
Ukraine,UKR,1985,14924.1045
Ukraine,UKR,1986,14928.564
Ukraine,UKR,1987,15472.758
Ukraine,UKR,1988,14171.157
Ukraine,UKR,1989,13512.257
Ukraine,UKR,1990,14961.133
Ukraine,UKR,1991,14318.887
Ukraine,UKR,1992,9154.193
Ukraine,UKR,1993,6588.241
Ukraine,UKR,1994,5727.2144
Ukraine,UKR,1995,5989.0933
Ukraine,UKR,1996,3750.073
Ukraine,UKR,1997,4376.796
Ukraine,UKR,1998,4038.012
Ukraine,UKR,1999,3067.9316
Ukraine,UKR,2000,2912.8184
Ukraine,UKR,2001,3243.963
Ukraine,UKR,2002,3324.9214
Ukraine,UKR,2003,3466.5544
Ukraine,UKR,2004,3512.1348
Ukraine,UKR,2005,3628.6655
Ukraine,UKR,2006,3746.9275
Ukraine,UKR,2007,3894.7974
Ukraine,UKR,2008,3753.4463
Ukraine,UKR,2009,3666.9302
Ukraine,UKR,2010,3540.829
Ukraine,UKR,2011,3539.3054
Ukraine,UKR,2012,3518.5303
Ukraine,UKR,2013,3342.3738
Ukraine,UKR,2014,2958.866
Ukraine,UKR,2015,2655.9968
Ukraine,UKR,2016,2791.692
Ukraine,UKR,2017,2816.7725
Ukraine,UKR,2018,2940.731
Ukraine,UKR,2019,2917.1177
Ukraine,UKR,2020,2773.5222
Ukraine,UKR,2021,2828.771
Ukraine,UKR,2022,2702.0625
United Arab Emirates,ARE,1965,4916.5347
United Arab Emirates,ARE,1966,4996.7734
United Arab Emirates,ARE,1967,5121.156
United Arab Emirates,ARE,1968,5125.2285
United Arab Emirates,ARE,1969,4802.878
United Arab Emirates,ARE,1970,4748.776
United Arab Emirates,ARE,1971,4848.8496
United Arab Emirates,ARE,1972,5594.492
United Arab Emirates,ARE,1973,7758.062
United Arab Emirates,ARE,1974,9646.073
United Arab Emirates,ARE,1975,14122.316
United Arab Emirates,ARE,1976,18357.984
United Arab Emirates,ARE,1977,23592.033
United Arab Emirates,ARE,1978,22854.414
United Arab Emirates,ARE,1979,27574.467
United Arab Emirates,ARE,1980,59352.043
United Arab Emirates,ARE,1981,59426.94
United Arab Emirates,ARE,1982,61990.344
United Arab Emirates,ARE,1983,58584.223
United Arab Emirates,ARE,1984,63280.07
United Arab Emirates,ARE,1985,74635.97
United Arab Emirates,ARE,1986,84809.45
United Arab Emirates,ARE,1987,86541.64
United Arab Emirates,ARE,1988,97184.05
United Arab Emirates,ARE,1989,95868.87
United Arab Emirates,ARE,1990,94771.07
United Arab Emirates,ARE,1991,110699.336
United Arab Emirates,ARE,1992,105793.15
United Arab Emirates,ARE,1993,104341.07
United Arab Emirates,ARE,1994,104443.14
United Arab Emirates,ARE,1995,99904.85
United Arab Emirates,ARE,1996,91332.78
United Arab Emirates,ARE,1997,86924.74
United Arab Emirates,ARE,1998,81410.266
United Arab Emirates,ARE,1999,74905.11
United Arab Emirates,ARE,2000,70020.07
United Arab Emirates,ARE,2001,65607.305
United Arab Emirates,ARE,2002,64757.38
United Arab Emirates,ARE,2003,68320.06
United Arab Emirates,ARE,2004,70506.26
United Arab Emirates,ARE,2005,68423.17
United Arab Emirates,ARE,2006,64352.035
United Arab Emirates,ARE,2007,57453.215
United Arab Emirates,ARE,2008,50751.668
United Arab Emirates,ARE,2009,43351.23
United Arab Emirates,ARE,2010,43867.15
United Arab Emirates,ARE,2011,46568.99
United Arab Emirates,ARE,2012,48315.066
United Arab Emirates,ARE,2013,53123.66
United Arab Emirates,ARE,2014,53501.58
United Arab Emirates,ARE,2015,55417.484
United Arab Emirates,ARE,2016,59667.023
United Arab Emirates,ARE,2017,58564.29
United Arab Emirates,ARE,2018,57734.652
United Arab Emirates,ARE,2019,55959.59
United Arab Emirates,ARE,2020,51798.023
United Arab Emirates,ARE,2021,56756.695
United Arab Emirates,ARE,2022,64320.086
United Kingdom,GBR,1965,16332.777
United Kingdom,GBR,1966,17391.99
United Kingdom,GBR,1967,18583.203
United Kingdom,GBR,1968,19566.984
United Kingdom,GBR,1969,20937.01
United Kingdom,GBR,1970,22080.52
United Kingdom,GBR,1971,22107.672
United Kingdom,GBR,1972,23365.555
United Kingdom,GBR,1973,23937.715
United Kingdom,GBR,1974,22208.475
United Kingdom,GBR,1975,19411.775
United Kingdom,GBR,1976,19299.318
United Kingdom,GBR,1977,19467.283
United Kingdom,GBR,1978,19972.32
United Kingdom,GBR,1979,20142.766
United Kingdom,GBR,1980,17205.523
United Kingdom,GBR,1981,15910.215
United Kingdom,GBR,1982,16077.892
United Kingdom,GBR,1983,15446.835
United Kingdom,GBR,1984,18965.45
United Kingdom,GBR,1985,16456.826
United Kingdom,GBR,1986,16471.498
United Kingdom,GBR,1987,15988.531
United Kingdom,GBR,1988,16970.29
United Kingdom,GBR,1989,17310.191
United Kingdom,GBR,1990,17491.93
United Kingdom,GBR,1991,17365.162
United Kingdom,GBR,1992,17513.418
United Kingdom,GBR,1993,17559.12
United Kingdom,GBR,1994,17334.1
United Kingdom,GBR,1995,17088.684
United Kingdom,GBR,1996,17469.46
United Kingdom,GBR,1997,16917.424
United Kingdom,GBR,1998,16688.215
United Kingdom,GBR,1999,16417.73
United Kingdom,GBR,2000,16182.002
United Kingdom,GBR,2001,16041.381
United Kingdom,GBR,2002,15850.422
United Kingdom,GBR,2003,15898.105
United Kingdom,GBR,2004,16240.656
United Kingdom,GBR,2005,16603.236
United Kingdom,GBR,2006,16322.067
United Kingdom,GBR,2007,15746.02
United Kingdom,GBR,2008,15300.101
United Kingdom,GBR,2009,14454.215
United Kingdom,GBR,2010,14104.521
United Kingdom,GBR,2011,13704.554
United Kingdom,GBR,2012,13227.42
United Kingdom,GBR,2013,12805.558
United Kingdom,GBR,2014,12711.677
United Kingdom,GBR,2015,12973.933
United Kingdom,GBR,2016,13265.315
United Kingdom,GBR,2017,13357.874
United Kingdom,GBR,2018,13108.863
United Kingdom,GBR,2019,12782.146
United Kingdom,GBR,2020,9807.1045
United Kingdom,GBR,2021,10127.462
United Kingdom,GBR,2022,10976.965
United States,USA,1965,33813.21
United States,USA,1966,35089.457
United States,USA,1967,36065.156
United States,USA,1968,38100.695
United States,USA,1969,39582.86
United States,USA,1970,40813.953
United States,USA,1971,41702.086
United States,USA,1972,44435.703
United States,USA,1973,46572.92
United States,USA,1974,44302.355
United States,USA,1975,42834.492
United States,USA,1976,45621.01
United States,USA,1977,47677.574
United States,USA,1978,48197.836
United States,USA,1979,46528.57
United States,USA,1980,42365.65
United States,USA,1981,39054.28
United States,USA,1982,36624.91
United States,USA,1983,36075.684
United States,USA,1984,36832.297
United States,USA,1985,36319.695
United States,USA,1986,37705.715
United States,USA,1987,38115.62
United States,USA,1988,39295.76
United States,USA,1989,38854.344
United States,USA,1990,37515.21
United States,USA,1991,36208.07
United States,USA,1992,36435.29
United States,USA,1993,36231.754
United States,USA,1994,36678.29
United States,USA,1995,36127.03
United States,USA,1996,36980.363
United States,USA,1997,37004.176
United States,USA,1998,37163.926
United States,USA,1999,37742.793
United States,USA,2000,37727.297
United States,USA,2001,37260.76
United States,USA,2002,36907.938
United States,USA,2003,37112.05
United States,USA,2004,38094.734
United States,USA,2005,37777.85
United States,USA,2006,36933.43
United States,USA,2007,36340.2
United States,USA,2008,33607.67
United States,USA,2009,31561.959
United States,USA,2010,31785.902
United States,USA,2011,30886.521
United States,USA,2012,29914.88
United States,USA,2013,30144.963
United States,USA,2014,30100.135
United States,USA,2015,30469.75
United States,USA,2016,30443.965
United States,USA,2017,30497.4
United States,USA,2018,31010.205
United States,USA,2019,30760.773
United States,USA,2020,26886.775
United States,USA,2021,29268.451
United States,USA,2022,29683.652
Upper-middle-income countries,,1965,2569.2576
Upper-middle-income countries,,1966,2714.7405
Upper-middle-income countries,,1967,2849.4417
Upper-middle-income countries,,1968,3004.8179
Upper-middle-income countries,,1969,3155.8704
Upper-middle-income countries,,1970,3399.6687
Upper-middle-income countries,,1971,3618.9133
Upper-middle-income countries,,1972,3871.8567
Upper-middle-income countries,,1973,4152.422
Upper-middle-income countries,,1974,4440.7876
Upper-middle-income countries,,1975,4583.0635
Upper-middle-income countries,,1976,4742.8696
Upper-middle-income countries,,1977,4884.479
Upper-middle-income countries,,1978,5137.6426
Upper-middle-income countries,,1979,5183.743
Upper-middle-income countries,,1980,5244.109
Upper-middle-income countries,,1981,5172.1416
Upper-middle-income countries,,1982,5074.799
Upper-middle-income countries,,1983,4944.082
Upper-middle-income countries,,1984,4904.525
Upper-middle-income countries,,1985,4161.5874
Upper-middle-income countries,,1986,4221.9116
Upper-middle-income countries,,1987,4253.7036
Upper-middle-income countries,,1988,4265.2593
Upper-middle-income countries,,1989,4288.5747
Upper-middle-income countries,,1990,4296.432
Upper-middle-income countries,,1991,4226.626
Upper-middle-income countries,,1992,4232.7524
Upper-middle-income countries,,1993,4063.6482
Upper-middle-income countries,,1994,3987.2642
Upper-middle-income countries,,1995,3929.4421
Upper-middle-income countries,,1996,3919.8987
Upper-middle-income countries,,1997,4081.9717
Upper-middle-income countries,,1998,4021.828
Upper-middle-income countries,,1999,4038.224
Upper-middle-income countries,,2000,4181.7437
Upper-middle-income countries,,2001,4195.0635
Upper-middle-income countries,,2002,4242.2646
Upper-middle-income countries,,2003,4404
Upper-middle-income countries,,2004,4716.4214
Upper-middle-income countries,,2005,4772.1675
Upper-middle-income countries,,2006,4900.7397
Upper-middle-income countries,,2007,5027.323
Upper-middle-income countries,,2008,5072.689
Upper-middle-income countries,,2009,5037.732
Upper-middle-income countries,,2010,5361.046
Upper-middle-income countries,,2011,5515.9487
Upper-middle-income countries,,2012,5748.001
Upper-middle-income countries,,2013,5868.8784
Upper-middle-income countries,,2014,5946.3613
Upper-middle-income countries,,2015,6034.7847
Upper-middle-income countries,,2016,6098.2964
Upper-middle-income countries,,2017,6208.6626
Upper-middle-income countries,,2018,6244.6543
Upper-middle-income countries,,2019,6337.9336
Upper-middle-income countries,,2020,6003.364
Upper-middle-income countries,,2021,6323.699
Upper-middle-income countries,,2022,6415.596
Uzbekistan,UZB,1985,6716.2065
Uzbekistan,UZB,1986,6676.357
Uzbekistan,UZB,1987,6602.6064
Uzbekistan,UZB,1988,6672.397
Uzbekistan,UZB,1989,6588.9585
Uzbekistan,UZB,1990,6384.546
Uzbekistan,UZB,1991,5980.544
Uzbekistan,UZB,1992,4675.3276
Uzbekistan,UZB,1993,4784.5117
Uzbekistan,UZB,1994,3990.978
Uzbekistan,UZB,1995,3426.6401
Uzbekistan,UZB,1996,3330.0864
Uzbekistan,UZB,1997,3472.902
Uzbekistan,UZB,1998,3312.0908
Uzbekistan,UZB,1999,3433.3738
Uzbekistan,UZB,2000,3387.052
Uzbekistan,UZB,2001,3328.8704
Uzbekistan,UZB,2002,3270.3418
Uzbekistan,UZB,2003,3149.1309
Uzbekistan,UZB,2004,2837.2874
Uzbekistan,UZB,2005,2402.8123
Uzbekistan,UZB,2006,2469.183
Uzbekistan,UZB,2007,2507.63
Uzbekistan,UZB,2008,2305.4153
Uzbekistan,UZB,2009,1960.7819
Uzbekistan,UZB,2010,2054.1394
Uzbekistan,UZB,2011,2055.3816
Uzbekistan,UZB,2012,1690.6729
Uzbekistan,UZB,2013,1560.6743
Uzbekistan,UZB,2014,1418.7705
Uzbekistan,UZB,2015,1410.3948
Uzbekistan,UZB,2016,1459.9845
Uzbekistan,UZB,2017,1447.1115
Uzbekistan,UZB,2018,1554.2883
Uzbekistan,UZB,2019,1535.6782
Uzbekistan,UZB,2020,1613.9005
Uzbekistan,UZB,2021,1755.6461
Uzbekistan,UZB,2022,1734.1285
Venezuela,VEN,1965,11562.974
Venezuela,VEN,1966,10998.773
Venezuela,VEN,1967,10866.02
Venezuela,VEN,1968,11466.0625
Venezuela,VEN,1969,10979.381
Venezuela,VEN,1970,11138.221
Venezuela,VEN,1971,10907.108
Venezuela,VEN,1972,11545.106
Venezuela,VEN,1973,12305.04
Venezuela,VEN,1974,11959.442
Venezuela,VEN,1975,12387.762
Venezuela,VEN,1976,11947.883
Venezuela,VEN,1977,13008.283
Venezuela,VEN,1978,13228.039
Venezuela,VEN,1979,13794.058
Venezuela,VEN,1980,16234.096
Venezuela,VEN,1981,16730.48
Venezuela,VEN,1982,16089.458
Venezuela,VEN,1983,15294.918
Venezuela,VEN,1984,13976.87
Venezuela,VEN,1985,13929.648
Venezuela,VEN,1986,14154.681
Venezuela,VEN,1987,13108.31
Venezuela,VEN,1988,13231.628
Venezuela,VEN,1989,12586.712
Venezuela,VEN,1990,12404.557
Venezuela,VEN,1991,11510.75
Venezuela,VEN,1992,13422.098
Venezuela,VEN,1993,11854.392
Venezuela,VEN,1994,12944.922
Venezuela,VEN,1995,12210.433
Venezuela,VEN,1996,9721.587
Venezuela,VEN,1997,10305.027
Venezuela,VEN,1998,11237.002
Venezuela,VEN,1999,12997.239
Venezuela,VEN,2000,13135.537
Venezuela,VEN,2001,13809.428
Venezuela,VEN,2002,14634.126
Venezuela,VEN,2003,13487.677
Venezuela,VEN,2004,13565.673
Venezuela,VEN,2005,14031.682
Venezuela,VEN,2006,13480.209
Venezuela,VEN,2007,14304.28
Venezuela,VEN,2008,13955.939
Venezuela,VEN,2009,14021.271
Venezuela,VEN,2010,14577.166
Venezuela,VEN,2011,13914.528
Venezuela,VEN,2012,15011.709
Venezuela,VEN,2013,15949.078
Venezuela,VEN,2014,13985.305
Venezuela,VEN,2015,12960.888
Venezuela,VEN,2016,9798.841
Venezuela,VEN,2017,9071.463
Venezuela,VEN,2018,7670.4233
Venezuela,VEN,2019,6658.499
Venezuela,VEN,2020,3943.4343
Venezuela,VEN,2021,4422.412
Venezuela,VEN,2022,5219.452
Vietnam,VNM,1965,480.7426
Vietnam,VNM,1966,1025.4263
Vietnam,VNM,1967,1467.6338
Vietnam,VNM,1968,1465.0309
Vietnam,VNM,1969,1733.0762
Vietnam,VNM,1970,1757.6117
Vietnam,VNM,1971,1452.6627
Vietnam,VNM,1972,1470.1733
Vietnam,VNM,1973,1411.9738
Vietnam,VNM,1974,842.8608
Vietnam,VNM,1975,785.6497
Vietnam,VNM,1976,199.81404
Vietnam,VNM,1977,192.91829
Vietnam,VNM,1978,227.95079
Vietnam,VNM,1979,257.64944
Vietnam,VNM,1980,439.9465
Vietnam,VNM,1981,373.51587
Vietnam,VNM,1982,370.48853
Vietnam,VNM,1983,413.60287
Vietnam,VNM,1984,394.66608
Vietnam,VNM,1985,406.78152
Vietnam,VNM,1986,430.86243
Vietnam,VNM,1987,490.7099
Vietnam,VNM,1988,501.5801
Vietnam,VNM,1989,456.33615
Vietnam,VNM,1990,523.2565
Vietnam,VNM,1991,499.8692
Vietnam,VNM,1992,535.24084
Vietnam,VNM,1993,671.1571
Vietnam,VNM,1994,730.20636
Vietnam,VNM,1995,792.36005
Vietnam,VNM,1996,897.53827
Vietnam,VNM,1997,1007.7123
Vietnam,VNM,1998,1097.9889
Vietnam,VNM,1999,1194.0347
Vietnam,VNM,2000,1280.3065
Vietnam,VNM,2001,1373.7361
Vietnam,VNM,2002,1493.2527
Vietnam,VNM,2003,1572.6176
Vietnam,VNM,2004,1852.0115
Vietnam,VNM,2005,1820.9648
Vietnam,VNM,2006,1768.9886
Vietnam,VNM,2007,1950.5845
Vietnam,VNM,2008,2025.5895
Vietnam,VNM,2009,2043.744
Vietnam,VNM,2010,2296.759
Vietnam,VNM,2011,2263.5059
Vietnam,VNM,2012,2243.2468
Vietnam,VNM,2013,2297.652
Vietnam,VNM,2014,2402.5789
Vietnam,VNM,2015,2894.377
Vietnam,VNM,2016,3161.4617
Vietnam,VNM,2017,3280.7449
Vietnam,VNM,2018,3419.2224
Vietnam,VNM,2019,3495.1956
Vietnam,VNM,2020,2921.5037
Vietnam,VNM,2021,2691.0947
Vietnam,VNM,2022,2917.8079
World,OWID_WRL,1965,5392.845
World,OWID_WRL,1966,5681.2354
World,OWID_WRL,1967,5968.816
World,OWID_WRL,1968,6343.4785
World,OWID_WRL,1969,6729.049
World,OWID_WRL,1970,7176.611
World,OWID_WRL,1971,7432.332
World,OWID_WRL,1972,7839.0825
World,OWID_WRL,1973,8305.741
World,OWID_WRL,1974,8039.211
World,OWID_WRL,1975,7801.3057
World,OWID_WRL,1976,8155.046
World,OWID_WRL,1977,8292.742
World,OWID_WRL,1978,8520.498
World,OWID_WRL,1979,8501.559
World,OWID_WRL,1980,7993.94
World,OWID_WRL,1981,7573.671
World,OWID_WRL,1982,7206.6367
World,OWID_WRL,1983,7024.175
World,OWID_WRL,1984,7052.1953
World,OWID_WRL,1985,6924.92
World,OWID_WRL,1986,7012.618
World,OWID_WRL,1987,7023.3022
World,OWID_WRL,1988,7121.8564
World,OWID_WRL,1989,7114.5
World,OWID_WRL,1990,7087.1562
World,OWID_WRL,1991,6966.5796
World,OWID_WRL,1992,6945.084
World,OWID_WRL,1993,6806.239
World,OWID_WRL,1994,6851.0723
World,OWID_WRL,1995,6870.8447
World,OWID_WRL,1996,6924.229
World,OWID_WRL,1997,7018.298
World,OWID_WRL,1998,6959.7466
World,OWID_WRL,1999,6984.988
World,OWID_WRL,2000,6989.551
World,OWID_WRL,2001,6961.8003
World,OWID_WRL,2002,6919.0786
World,OWID_WRL,2003,6983.567
World,OWID_WRL,2004,7163.3096
World,OWID_WRL,2005,7149.511
World,OWID_WRL,2006,7135.2256
World,OWID_WRL,2007,7128.0605
World,OWID_WRL,2008,6978.95
World,OWID_WRL,2009,6739.216
World,OWID_WRL,2010,6867.182
World,OWID_WRL,2011,6830.4487
World,OWID_WRL,2012,6857.8276
World,OWID_WRL,2013,6839.483
World,OWID_WRL,2014,6804.005
World,OWID_WRL,2015,6862.3647
World,OWID_WRL,2016,6919.909
World,OWID_WRL,2017,6956.276
World,OWID_WRL,2018,6950.3643
World,OWID_WRL,2019,6891.588
World,OWID_WRL,2020,6199.4565
World,OWID_WRL,2021,6492.318
World,OWID_WRL,2022,6641.867
