Entity,Code,Year,Oil per capita (kWh)
Russia,RUS,2011,12009.358
Russia,RUS,2012,12398.621
Russia,RUS,2013,12399.719
Russia,RUS,2014,12998.845
Russia,RUS,2015,12527.673
Russia,RUS,2016,12719.29
Russia,RUS,2017,12643.403
Russia,RUS,2018,12772.532
Russia,RUS,2019,13014.581
Russia,RUS,2020,12443.457
Russia,RUS,2021,13163.769
Russia,RUS,2022,13541.931
Saudi Arabia,SAU,1965,46021.098
Saudi Arabia,SAU,1966,44672.504
Saudi Arabia,SAU,1967,43312.812
Saudi Arabia,SAU,1968,41940.418
Saudi Arabia,SAU,1969,40560.547
Saudi Arabia,SAU,1970,40531.633
Saudi Arabia,SAU,1971,39154.215
Saudi Arabia,SAU,1972,39802.684
Saudi Arabia,SAU,1973,40049.34
Saudi Arabia,SAU,1974,39782.5
Saudi Arabia,SAU,1975,28808.44
Saudi Arabia,SAU,1976,31852.9
Saudi Arabia,SAU,1977,35024.92
Saudi Arabia,SAU,1978,35980.867
Saudi Arabia,SAU,1979,41378.66
Saudi Arabia,SAU,1980,32200.902
Saudi Arabia,SAU,1981,36853.13
Saudi Arabia,SAU,1982,39075.562
Saudi Arabia,SAU,1983,41419.06
Saudi Arabia,SAU,1984,44060.28
Saudi Arabia,SAU,1985,42755.863
Saudi Arabia,SAU,1986,40439.41
Saudi Arabia,SAU,1987,40961.41
Saudi Arabia,SAU,1988,40358.57
Saudi Arabia,SAU,1989,37350.137
Saudi Arabia,SAU,1990,38107.207
Saudi Arabia,SAU,1991,38328.715
Saudi Arabia,SAU,1992,35783.156
Saudi Arabia,SAU,1993,34879.18
Saudi Arabia,SAU,1994,41010.715
Saudi Arabia,SAU,1995,38232.63
Saudi Arabia,SAU,1996,38467.137
Saudi Arabia,SAU,1997,38093.316
Saudi Arabia,SAU,1998,39457.027
Saudi Arabia,SAU,1999,39816.453
Saudi Arabia,SAU,2000,39990.19
Saudi Arabia,SAU,2001,41301.656
Saudi Arabia,SAU,2002,41664.293
Saudi Arabia,SAU,2003,43127.465
Saudi Arabia,SAU,2004,45572.34
Saudi Arabia,SAU,2005,46479.906
Saudi Arabia,SAU,2006,47357.133
Saudi Arabia,SAU,2007,46834.043
Saudi Arabia,SAU,2008,49696.33
Saudi Arabia,SAU,2009,51242.742
Saudi Arabia,SAU,2010,54996.027
Saudi Arabia,SAU,2011,55720.973
Saudi Arabia,SAU,2012,57414.605
Saudi Arabia,SAU,2013,56528.88
Saudi Arabia,SAU,2014,60929.348
Saudi Arabia,SAU,2015,62998.492
Saudi Arabia,SAU,2016,63612.598
Saudi Arabia,SAU,2017,61058.824
Saudi Arabia,SAU,2018,56517.242
Saudi Arabia,SAU,2019,51917.13
Saudi Arabia,SAU,2020,48860.586
Saudi Arabia,SAU,2021,51166.97
Saudi Arabia,SAU,2022,54554.93
Singapore,SGP,1965,25712.215
Singapore,SGP,1966,28678.47
Singapore,SGP,1967,33698.203
Singapore,SGP,1968,41023.543
Singapore,SGP,1969,39599.066
Singapore,SGP,1970,42278.152
Singapore,SGP,1971,36094.973
Singapore,SGP,1972,44452.008
Singapore,SGP,1973,41171.996
Singapore,SGP,1974,39956.137
Singapore,SGP,1975,38510.04
Singapore,SGP,1976,45073.027
Singapore,SGP,1977,44640.746
Singapore,SGP,1978,45332.945
Singapore,SGP,1979,47631.14
Singapore,SGP,1980,46459.344
Singapore,SGP,1981,52332.92
Singapore,SGP,1982,49805.99
Singapore,SGP,1983,51573.19
Singapore,SGP,1984,52981.906
Singapore,SGP,1985,52778.254
Singapore,SGP,1986,59788.656
Singapore,SGP,1987,61401.17
Singapore,SGP,1988,69431.58
Singapore,SGP,1989,77442.42
Singapore,SGP,1990,90192.97
Singapore,SGP,1991,88887.664
Singapore,SGP,1992,88946.64
Singapore,SGP,1993,93260.055
Singapore,SGP,1994,104043.63
Singapore,SGP,1995,105470.79
Singapore,SGP,1996,103354.75
Singapore,SGP,1997,105771.25
Singapore,SGP,1998,104357.55
Singapore,SGP,1999,100666.984
Singapore,SGP,2000,105007.37
Singapore,SGP,2001,110559.664
Singapore,SGP,2002,103805.6
Singapore,SGP,2003,94992.98
Singapore,SGP,2004,104396.984
Singapore,SGP,2005,108940.25
Singapore,SGP,2006,113207.1
Singapore,SGP,2007,118423.5
Singapore,SGP,2008,121688.92
Singapore,SGP,2009,126686.04
Singapore,SGP,2010,133237.08
Singapore,SGP,2011,135886.17
Singapore,SGP,2012,132446.05
Singapore,SGP,2013,129057.836
Singapore,SGP,2014,128792.39
Singapore,SGP,2015,133657.17
Singapore,SGP,2016,140054.16
Singapore,SGP,2017,141187.39
Singapore,SGP,2018,140961.52
Singapore,SGP,2019,135858.06
Singapore,SGP,2020,131585.47
Singapore,SGP,2021,129376.586
Singapore,SGP,2022,123597.9
Slovakia,SVK,1965,6198.463
Slovakia,SVK,1966,6783.755
Slovakia,SVK,1967,7490.619
Slovakia,SVK,1968,8222.085
Slovakia,SVK,1969,8764.882
Slovakia,SVK,1970,10461.809
Slovakia,SVK,1971,11433.467
Slovakia,SVK,1972,12398.914
Slovakia,SVK,1973,13809.562
Slovakia,SVK,1974,14017.103
Slovakia,SVK,1975,15304.676
Slovakia,SVK,1976,16011.955
Slovakia,SVK,1977,16582.816
Slovakia,SVK,1978,16992.066
Slovakia,SVK,1979,17103.078
Slovakia,SVK,1980,15769.033
Slovakia,SVK,1981,15432.953
Slovakia,SVK,1982,14034.445
Slovakia,SVK,1983,13647.343
Slovakia,SVK,1984,14417.143
Slovakia,SVK,1985,14227.607
Slovakia,SVK,1986,13694.089
Slovakia,SVK,1987,13333.718
Slovakia,SVK,1988,12974.097
Slovakia,SVK,1989,12809.936
Slovakia,SVK,1990,11098.602
Slovakia,SVK,1991,9714.089
Slovakia,SVK,1992,8801.121
Slovakia,SVK,1993,7256.3096
Slovakia,SVK,1994,7492.0654
Slovakia,SVK,1995,7267.157
Slovakia,SVK,1996,7568.405
Slovakia,SVK,1997,7548.238
Slovakia,SVK,1998,8447.215
Slovakia,SVK,1999,7653.534
Slovakia,SVK,2000,7600.39
Slovakia,SVK,2001,7042.2705
Slovakia,SVK,2002,7848.76
Slovakia,SVK,2003,7408.478
Slovakia,SVK,2004,7284.33
Slovakia,SVK,2005,8612.523
Slovakia,SVK,2006,7993.2803
Slovakia,SVK,2007,8392.987
Slovakia,SVK,2008,8820.557
Slovakia,SVK,2009,8102.388
Slovakia,SVK,2010,8484.841
Slovakia,SVK,2011,8334.14
Slovakia,SVK,2012,7725.0967
Slovakia,SVK,2013,7708.2114
Slovakia,SVK,2014,7145.6504
Slovakia,SVK,2015,7783.2007
Slovakia,SVK,2016,8104.769
Slovakia,SVK,2017,9031.135
Slovakia,SVK,2018,9121.569
Slovakia,SVK,2019,8620.882
Slovakia,SVK,2020,8610.477
Slovakia,SVK,2021,9075.207
Slovakia,SVK,2022,9041.286
Slovenia,SVN,1990,10153.988
Slovenia,SVN,1991,9799.198
Slovenia,SVN,1992,9503.342
Slovenia,SVN,1993,11424.951
Slovenia,SVN,1994,12363.993
Slovenia,SVN,1995,13406.772
Slovenia,SVN,1996,15491.976
Slovenia,SVN,1997,15510.802
Slovenia,SVN,1998,14882.701
Slovenia,SVN,1999,14964.688
Slovenia,SVN,2000,14196.425
Slovenia,SVN,2001,14815.43
Slovenia,SVN,2002,14382.32
Slovenia,SVN,2003,14532.482
Slovenia,SVN,2004,14953.417
Slovenia,SVN,2005,15125.2
Slovenia,SVN,2006,15775.102
Slovenia,SVN,2007,15497.723
Slovenia,SVN,2008,17883.9
Slovenia,SVN,2009,15130.16
Slovenia,SVN,2010,15100.387
Slovenia,SVN,2011,14983.376
Slovenia,SVN,2012,14644.04
Slovenia,SVN,2013,13828.577
Slovenia,SVN,2014,13659.234
Slovenia,SVN,2015,13417.035
Slovenia,SVN,2016,14337.233
Slovenia,SVN,2017,14623.45
Slovenia,SVN,2018,14975.116
Slovenia,SVN,2019,14229.654
Slovenia,SVN,2020,11886.644
Slovenia,SVN,2021,12706.972
Slovenia,SVN,2022,14766.875
South Africa,ZAF,1965,3510.5798
South Africa,ZAF,1966,3698.382
South Africa,ZAF,1967,3908.2344
South Africa,ZAF,1968,4119.1343
South Africa,ZAF,1969,4392.0117
South Africa,ZAF,1970,4618.1504
South Africa,ZAF,1971,4902.216
South Africa,ZAF,1972,5192.8213
South Africa,ZAF,1973,5568.3057
South Africa,ZAF,1974,5275.652
South Africa,ZAF,1975,5452.5137
South Africa,ZAF,1976,5367.0005
South Africa,ZAF,1977,5174.228
South Africa,ZAF,1978,5289.875
South Africa,ZAF,1979,4881.688
South Africa,ZAF,1980,4889.8447
South Africa,ZAF,1981,5163.7896
South Africa,ZAF,1982,5101.0034
South Africa,ZAF,1983,5016.884
South Africa,ZAF,1984,5311.7515
South Africa,ZAF,1985,5037.7754
South Africa,ZAF,1986,4706.2095
South Africa,ZAF,1987,4807.416
South Africa,ZAF,1988,5115.1284
South Africa,ZAF,1989,5125.0464
South Africa,ZAF,1990,5017.902
South Africa,ZAF,1991,4931.551
South Africa,ZAF,1992,4989.4624
South Africa,ZAF,1993,5097.4814
South Africa,ZAF,1994,5228.659
South Africa,ZAF,1995,5484.931
South Africa,ZAF,1996,5564.224
South Africa,ZAF,1997,5578.0615
South Africa,ZAF,1998,5593.038
South Africa,ZAF,1999,5607.3003
South Africa,ZAF,2000,5645.799
South Africa,ZAF,2001,5716.3677
South Africa,ZAF,2002,5810.602
South Africa,ZAF,2003,5964.6377
South Africa,ZAF,2004,6130.9004
South Africa,ZAF,2005,6083.9683
South Africa,ZAF,2006,6142.68
South Africa,ZAF,2007,6205.435
South Africa,ZAF,2008,5818.4116
South Africa,ZAF,2009,5638.8857
South Africa,ZAF,2010,5817.267
South Africa,ZAF,2011,5811.6167
South Africa,ZAF,2012,5881.8906
South Africa,ZAF,2013,5904.8843
South Africa,ZAF,2014,5731.403
South Africa,ZAF,2015,6194.0874
South Africa,ZAF,2016,5881.7104
South Africa,ZAF,2017,5852.59
South Africa,ZAF,2018,5768.5728
South Africa,ZAF,2019,5621.9336
South Africa,ZAF,2020,4553.715
South Africa,ZAF,2021,4868.8096
South Africa,ZAF,2022,4935.9043
South America,,1965,4386.8613
South America,,1966,4553.3813
South America,,1967,4549.4243
South America,,1968,4801.1816
South America,,1969,4878.7705
South America,,1970,4929.6436
South America,,1971,5175.4077
South America,,1972,5395.99
South America,,1973,5748.4546
South America,,1974,5946.17
South America,,1975,5807.9688
South America,,1976,5959.001
South America,,1977,6077.4683
South America,,1978,6220.187
South America,,1979,6461.628
South America,,1980,6367.1055
South America,,1981,6137.322
South America,,1982,5950.395
South America,,1983,5577.698
South America,,1984,5336.3794
South America,,1985,5270.623
South America,,1986,5468.2773
South America,,1987,5499.182
South America,,1988,5512.562
South America,,1989,5387.651
South America,,1990,5286.219
South America,,1991,5240.0806
South America,,1992,5422.941
South America,,1993,5385.477
South America,,1994,5667.9507
South America,,1995,5837.81
South America,,1996,5875.9766
South America,,1997,6189.5957
South America,,1998,6324.877
South America,,1999,6337.316
South America,,2000,6261.925
South America,,2001,6182.923
South America,,2002,6079.106
South America,,2003,5865.6094
South America,,2004,6079.04
South America,,2005,6163.922
South America,,2006,6225.211
South America,,2007,6608.014
South America,,2008,6748.689
South America,,2009,6608.0864
South America,,2010,6914.043
South America,,2011,7050.0273
South America,,2012,7383.4365
South America,,2013,7600.526
South America,,2014,7569.3335
South America,,2015,7182.248
South America,,2016,6814.9136
South America,,2017,6717.528
South America,,2018,6417.124
South America,,2019,6193.1216
South America,,2020,5401.4917
South America,,2021,6131.3516
South America,,2022,6475.5225
South Korea,KOR,1965,518.33075
South Korea,KOR,1966,758.9372
South Korea,KOR,1967,1285.4082
South Korea,KOR,1968,1858.4805
South Korea,KOR,1969,2468.3748
South Korea,KOR,1970,3018.022
South Korea,KOR,1971,3338.2214
South Korea,KOR,1972,3413.8813
South Korea,KOR,1973,4119.467
South Korea,KOR,1974,4175.8403
South Korea,KOR,1975,4652.679
South Korea,KOR,1976,5147.8477
South Korea,KOR,1977,6058.035
South Korea,KOR,1978,6849.665
South Korea,KOR,1979,7623.214
South Korea,KOR,1980,7466.0415
South Korea,KOR,1981,7284.608
South Korea,KOR,1982,7107.7163
South Korea,KOR,1983,7315.947
South Korea,KOR,1984,7237.0576
South Korea,KOR,1985,7545.454
South Korea,KOR,1986,8105.989
South Korea,KOR,1987,8401.417
South Korea,KOR,1988,9908.57
South Korea,KOR,1989,11170.752
South Korea,KOR,1990,13370.583
South Korea,KOR,1991,16124.732
South Korea,KOR,1992,19418.414
South Korea,KOR,1993,21213.473
South Korea,KOR,1994,23165.662
South Korea,KOR,1995,25148.482
South Korea,KOR,1996,26751.578
South Korea,KOR,1997,29214.662
South Korea,KOR,1998,24156.879
South Korea,KOR,1999,25760.492
South Korea,KOR,2000,26229.957
South Korea,KOR,2001,26080.547
South Korea,KOR,2002,26399.803
South Korea,KOR,2003,26498.861
South Korea,KOR,2004,26208.602
South Korea,KOR,2005,26252.85
South Korea,KOR,2006,26192.934
South Korea,KOR,2007,26798.363
South Korea,KOR,2008,25460.266
South Korea,KOR,2009,25662.285
South Korea,KOR,2010,26099.555
South Korea,KOR,2011,26172.645
South Korea,KOR,2012,26856.193
South Korea,KOR,2013,26647.998
South Korea,KOR,2014,26302.25
South Korea,KOR,2015,27331.957
South Korea,KOR,2016,29614.41
South Korea,KOR,2017,29208.3
South Korea,KOR,2018,29020.68
South Korea,KOR,2019,28704.336
South Korea,KOR,2020,27113.197
South Korea,KOR,2021,28929.781
South Korea,KOR,2022,29323.447
Spain,ESP,1965,5181.281
Spain,ESP,1966,6063.4517
Spain,ESP,1967,7267.583
Spain,ESP,1968,7639.2964
Spain,ESP,1969,8613.406
Spain,ESP,1970,9735.431
Spain,ESP,1971,10608.6
Spain,ESP,1972,11062.225
Spain,ESP,1973,13141.884
Spain,ESP,1974,13607.21
Spain,ESP,1975,13979.2705
Spain,ESP,1976,15690.172
Spain,ESP,1977,14662.002
Spain,ESP,1978,14954.07
Spain,ESP,1979,15711.829
Spain,ESP,1980,16501.492
Spain,ESP,1981,15864.946
Spain,ESP,1982,14909.295
Spain,ESP,1983,14865.979
Spain,ESP,1984,13962.483
Spain,ESP,1985,13392.122
Spain,ESP,1986,13227.982
Spain,ESP,1987,13854.585
Spain,ESP,1988,14153.046
Spain,ESP,1989,14806.143
Spain,ESP,1990,14312.205
Spain,ESP,1991,14581.833
Spain,ESP,1992,16258.199
Spain,ESP,1993,15420.721
Spain,ESP,1994,16115.205
Spain,ESP,1995,17060.691
Spain,ESP,1996,17441.145
Spain,ESP,1997,18039.74
Spain,ESP,1998,19463.666
Spain,ESP,1999,20051.41
Spain,ESP,2000,20215.59
Spain,ESP,2001,20947.69
Spain,ESP,2002,20860.443
Spain,ESP,2003,20973.473
Spain,ESP,2004,21103.68
Spain,ESP,2005,20931.994
Spain,ESP,2006,20721.045
Spain,ESP,2007,20494.66
Spain,ESP,2008,19474.283
Spain,ESP,2009,18113.113
Spain,ESP,2010,17549.31
Spain,ESP,2011,16691.846
Spain,ESP,2012,15593.004
Spain,ESP,2013,14704.476
Spain,ESP,2014,14709.937
Spain,ESP,2015,15216.509
Spain,ESP,2016,15712.492
Spain,ESP,2017,15756.127
Spain,ESP,2018,15986.843
Spain,ESP,2019,15885.993
Spain,ESP,2020,12986.243
Spain,ESP,2021,14177.235
Spain,ESP,2022,15516.564
Sri Lanka,LKA,1965,849.508
Sri Lanka,LKA,1966,849.6954
Sri Lanka,LKA,1967,849.9096
Sri Lanka,LKA,1968,850.97955
Sri Lanka,LKA,1969,850.17975
Sri Lanka,LKA,1970,1418.5851
Sri Lanka,LKA,1971,1397.912
Sri Lanka,LKA,1972,1441.1462
Sri Lanka,LKA,1973,1503.2219
Sri Lanka,LKA,1974,1178.4244
Sri Lanka,LKA,1975,1199.7462
Sri Lanka,LKA,1976,1147.536
Sri Lanka,LKA,1977,1204.9801
Sri Lanka,LKA,1978,1222.164
Sri Lanka,LKA,1979,1257.9885
Sri Lanka,LKA,1980,1245.3533
Sri Lanka,LKA,1981,1283.0372
Sri Lanka,LKA,1982,1364.7726
Sri Lanka,LKA,1983,1396.4213
Sri Lanka,LKA,1984,1299.346
Sri Lanka,LKA,1985,1141.3772
Sri Lanka,LKA,1986,1172.5889
Sri Lanka,LKA,1987,1286.6316
Sri Lanka,LKA,1988,1180.0465
Sri Lanka,LKA,1989,1089.2649
Sri Lanka,LKA,1990,1196.6829
Sri Lanka,LKA,1991,1183.022
Sri Lanka,LKA,1992,1328.6593
Sri Lanka,LKA,1993,1327.9575
Sri Lanka,LKA,1994,1427.6249
Sri Lanka,LKA,1995,1506.1658
Sri Lanka,LKA,1996,1813.977
Sri Lanka,LKA,1997,1845.0809
Sri Lanka,LKA,1998,1916.7744
Sri Lanka,LKA,1999,2054.3806
Sri Lanka,LKA,2000,2346.3809
Sri Lanka,LKA,2001,2265.2646
Sri Lanka,LKA,2002,2380.113
Sri Lanka,LKA,2003,2316.985
Sri Lanka,LKA,2004,2295.969
Sri Lanka,LKA,2005,2601.0874
Sri Lanka,LKA,2006,2646.3342
Sri Lanka,LKA,2007,2775.516
Sri Lanka,LKA,2008,2525.373
Sri Lanka,LKA,2009,2578.233
Sri Lanka,LKA,2010,2563.3462
Sri Lanka,LKA,2011,2832.122
Sri Lanka,LKA,2012,3002.0337
Sri Lanka,LKA,2013,2554.799
Sri Lanka,LKA,2014,2877.0737
Sri Lanka,LKA,2015,2988.833
Sri Lanka,LKA,2016,3573.2913
Sri Lanka,LKA,2017,3409.5962
Sri Lanka,LKA,2018,3290.9856
Sri Lanka,LKA,2019,3514.3066
Sri Lanka,LKA,2020,3218.5027
Sri Lanka,LKA,2021,2979.5996
Sri Lanka,LKA,2022,2526.109
Sweden,SWE,1965,29617.125
Sweden,SWE,1966,33204.28
Sweden,SWE,1967,32829.133
Sweden,SWE,1968,36875.586
Sweden,SWE,1969,39270.188
Sweden,SWE,1970,42495.613
Sweden,SWE,1971,39734.227
Sweden,SWE,1972,40563.75
Sweden,SWE,1973,41264.48
Sweden,SWE,1974,36898.9
Sweden,SWE,1975,36657.312
Sweden,SWE,1976,40308.773
Sweden,SWE,1977,38998.297
Sweden,SWE,1978,46980.715
Sweden,SWE,1979,50487.53
Sweden,SWE,1980,44470.26
Sweden,SWE,1981,39926.77
Sweden,SWE,1982,37055.285
Sweden,SWE,1983,32155
Sweden,SWE,1984,30665.082
Sweden,SWE,1985,32803.9
Sweden,SWE,1986,34944.37
Sweden,SWE,1987,30076.848
Sweden,SWE,1988,28053.863
Sweden,SWE,1989,26833.611
Sweden,SWE,1990,26641.236
Sweden,SWE,1991,22832.068
Sweden,SWE,1992,23921.625
Sweden,SWE,1993,23393.143
Sweden,SWE,1994,24663.637
Sweden,SWE,1995,23358.338
Sweden,SWE,1996,24903.596
Sweden,SWE,1997,23312.996
Sweden,SWE,1998,26239.615
Sweden,SWE,1999,25156.018
Sweden,SWE,2000,21655.566
Sweden,SWE,2001,21964.426
Sweden,SWE,2002,22231.86
Sweden,SWE,2003,23726.793
Sweden,SWE,2004,22610.578
Sweden,SWE,2005,22519.896
Sweden,SWE,2006,22574.564
Sweden,SWE,2007,21891.164
Sweden,SWE,2008,20528.117
Sweden,SWE,2009,19601.537
Sweden,SWE,2010,19397.104
Sweden,SWE,2011,17821.463
Sweden,SWE,2012,17395.22
Sweden,SWE,2013,17004.531
Sweden,SWE,2014,16474.309
Sweden,SWE,2015,15988.153
Sweden,SWE,2016,16334.687
Sweden,SWE,2017,15998.133
Sweden,SWE,2018,15121.796
Sweden,SWE,2019,16033.544
Sweden,SWE,2020,14174.854
Sweden,SWE,2021,13296.501
Sweden,SWE,2022,13131.461
Switzerland,CHE,1965,16455.314
Switzerland,CHE,1966,17312.922
Switzerland,CHE,1967,18495.68
Switzerland,CHE,1968,20258.477
Switzerland,CHE,1969,21783.781
Switzerland,CHE,1970,24237.502
Switzerland,CHE,1971,25585.303
Switzerland,CHE,1972,26031.836
Switzerland,CHE,1973,27811.266
Switzerland,CHE,1974,24617.8
Switzerland,CHE,1975,23684.021
Switzerland,CHE,1976,24756.303
Switzerland,CHE,1977,24968.742
Switzerland,CHE,1978,25601.922
Switzerland,CHE,1979,24488.7
Switzerland,CHE,1980,24373.646
Switzerland,CHE,1981,22431.709
Switzerland,CHE,1982,21070.04
Switzerland,CHE,1983,22954.975
Switzerland,CHE,1984,22142.262
Switzerland,CHE,1985,22434.934
Switzerland,CHE,1986,24424.932
Switzerland,CHE,1987,22862.988
Switzerland,CHE,1988,22761.799
Switzerland,CHE,1989,21665.445
Switzerland,CHE,1990,22989.42
Switzerland,CHE,1991,23096.896
Switzerland,CHE,1992,23153.457
Switzerland,CHE,1993,21498.148
Switzerland,CHE,1994,22041.145
Switzerland,CHE,1995,20288.998
Switzerland,CHE,1996,20923.68
Switzerland,CHE,1997,21959.41
Switzerland,CHE,1998,22163.777
Switzerland,CHE,1999,21404.377
Switzerland,CHE,2000,20646.783
Switzerland,CHE,2001,21966.6
Switzerland,CHE,2002,20672.062
Switzerland,CHE,2003,19969.04
Switzerland,CHE,2004,19736.281
Switzerland,CHE,2005,19964.156
Switzerland,CHE,2006,20333.695
Switzerland,CHE,2007,18179.348
Switzerland,CHE,2008,19132.674
Switzerland,CHE,2009,19193.334
Switzerland,CHE,2010,17612.342
Switzerland,CHE,2011,16891.59
Switzerland,CHE,2012,17025.998
Switzerland,CHE,2013,17617.252
Switzerland,CHE,2014,15601.763
Switzerland,CHE,2015,15617.034
Switzerland,CHE,2016,14597.639
Switzerland,CHE,2017,14817.979
Switzerland,CHE,2018,14176.936
Switzerland,CHE,2019,14386.831
Switzerland,CHE,2020,11913.775
Switzerland,CHE,2021,11895.596
Switzerland,CHE,2022,12194.879
Taiwan,TWN,1965,1965.3234
Taiwan,TWN,1966,2248.3708
Taiwan,TWN,1967,2593.2822
Taiwan,TWN,1968,3016.338
Taiwan,TWN,1969,3526.61
Taiwan,TWN,1970,4138.6895
Taiwan,TWN,1971,5666.371
Taiwan,TWN,1972,6004.281
Taiwan,TWN,1973,7507.6
Taiwan,TWN,1974,6610.6685
Taiwan,TWN,1975,7518.3237
Taiwan,TWN,1976,9542.927
Taiwan,TWN,1977,10365.615
Taiwan,TWN,1978,11931.229
Taiwan,TWN,1979,11779.035
Taiwan,TWN,1980,12031.208
Taiwan,TWN,1981,10418.718
Taiwan,TWN,1982,11566.583
Taiwan,TWN,1983,11418.609
Taiwan,TWN,1984,10782.353
Taiwan,TWN,1985,10542.127
Taiwan,TWN,1986,11598.398
Taiwan,TWN,1987,12055.432
Taiwan,TWN,1988,13910.2705
Taiwan,TWN,1989,15343.529
Taiwan,TWN,1990,15781.254
Taiwan,TWN,1991,16240.407
Taiwan,TWN,1992,16747.045
Taiwan,TWN,1993,17681.025
Taiwan,TWN,1994,18670.14
Taiwan,TWN,1995,20160.4
Taiwan,TWN,1996,20018.412
Taiwan,TWN,1997,20420.496
Taiwan,TWN,1998,21037.742
Taiwan,TWN,1999,22355.965
Taiwan,TWN,2000,22468.871
Taiwan,TWN,2001,23097.176
Taiwan,TWN,2002,23111.887
Taiwan,TWN,2003,24019.555
Taiwan,TWN,2004,24462.71
Taiwan,TWN,2005,24540.525
Taiwan,TWN,2006,24633.42
Taiwan,TWN,2007,25477.654
Taiwan,TWN,2008,24006.297
Taiwan,TWN,2009,23525.902
Taiwan,TWN,2010,24584.092
Taiwan,TWN,2011,22795.36
Taiwan,TWN,2012,22296.023
Taiwan,TWN,2013,22843.521
Taiwan,TWN,2014,23476.123
Taiwan,TWN,2015,24013.66
Taiwan,TWN,2016,24038.943
Taiwan,TWN,2017,23682.812
Taiwan,TWN,2018,23554.23
Taiwan,TWN,2019,22268.934
Taiwan,TWN,2020,21353.371
Taiwan,TWN,2021,22342.828
Taiwan,TWN,2022,20535.088
Thailand,THA,1965,895.15515
Thailand,THA,1966,1025.333
Thailand,THA,1967,1104.899
Thailand,THA,1968,1414.736
Thailand,THA,1969,1489.0286
Thailand,THA,1970,1684.8322
Thailand,THA,1971,1823.8531
Thailand,THA,1972,2227.4111
Thailand,THA,1973,2294.9177
Thailand,THA,1974,2276.136
Thailand,THA,1975,2406.9285
Thailand,THA,1976,2475.298
Thailand,THA,1977,2718.716
Thailand,THA,1978,2919.657
Thailand,THA,1979,2915.917
Thailand,THA,1980,2981.382
Thailand,THA,1981,2756.9287
Thailand,THA,1982,2449.435
Thailand,THA,1983,2662.788
Thailand,THA,1984,2743.5315
Thailand,THA,1985,2539.4478
Thailand,THA,1986,2585.2446
Thailand,THA,1987,2758.2422
Thailand,THA,1988,3092.1843
Thailand,THA,1989,3609.1677
Thailand,THA,1990,4227.8086
Thailand,THA,1991,4438.7656
Thailand,THA,1992,4861.2466
Thailand,THA,1993,5515.9766
Thailand,THA,1994,6085.477
Thailand,THA,1995,6835.5493
Thailand,THA,1996,7464.4854
Thailand,THA,1997,7408.224
Thailand,THA,1998,6642.6763
Thailand,THA,1999,6909.0938
Thailand,THA,2000,6646.913
Thailand,THA,2001,6514.9106
Thailand,THA,2002,6983.7964
Thailand,THA,2003,7591.8213
Thailand,THA,2004,8346.218
Thailand,THA,2005,8250.066
Thailand,THA,2006,8119.284
Thailand,THA,2007,7989.4097
Thailand,THA,2008,7467.845
Thailand,THA,2009,7627.2324
Thailand,THA,2010,7839.4756
Thailand,THA,2011,7907.3677
Thailand,THA,2012,8283.145
Thailand,THA,2013,8327.829
Thailand,THA,2014,8352.874
Thailand,THA,2015,8660.3955
Thailand,THA,2016,8929.287
Thailand,THA,2017,9148.401
Thailand,THA,2018,9304.86
Thailand,THA,2019,9379.13
Thailand,THA,2020,8392.273
Thailand,THA,2021,8424.811
Thailand,THA,2022,9242.598
Trinidad and Tobago,TTO,1965,23908.045
Trinidad and Tobago,TTO,1966,23714.814
Trinidad and Tobago,TTO,1967,24403.19
Trinidad and Tobago,TTO,1968,24561.865
Trinidad and Tobago,TTO,1969,25461.975
Trinidad and Tobago,TTO,1970,25847.719
Trinidad and Tobago,TTO,1971,26409.865
Trinidad and Tobago,TTO,1972,42319.684
Trinidad and Tobago,TTO,1973,42029.715
Trinidad and Tobago,TTO,1974,40839.457
Trinidad and Tobago,TTO,1975,30816.74
Trinidad and Tobago,TTO,1976,34208.574
Trinidad and Tobago,TTO,1977,32962.41
Trinidad and Tobago,TTO,1978,29257.37
Trinidad and Tobago,TTO,1979,22201.037
Trinidad and Tobago,TTO,1980,17320.3
Trinidad and Tobago,TTO,1981,16942.822
Trinidad and Tobago,TTO,1982,18558.59
Trinidad and Tobago,TTO,1983,15938.989
Trinidad and Tobago,TTO,1984,13479.016
Trinidad and Tobago,TTO,1985,14082.414
Trinidad and Tobago,TTO,1986,14990.315
Trinidad and Tobago,TTO,1987,9924.356
Trinidad and Tobago,TTO,1988,8897.032
Trinidad and Tobago,TTO,1989,7915.5986
Trinidad and Tobago,TTO,1990,11738.609
Trinidad and Tobago,TTO,1991,10936.418
Trinidad and Tobago,TTO,1992,15451.247
Trinidad and Tobago,TTO,1993,13365.759
Trinidad and Tobago,TTO,1994,10130.549
Trinidad and Tobago,TTO,1995,11510.203
Trinidad and Tobago,TTO,1996,13249.871
Trinidad and Tobago,TTO,1997,7794.3555
Trinidad and Tobago,TTO,1998,8914.529
Trinidad and Tobago,TTO,1999,15714.512
Trinidad and Tobago,TTO,2000,15493.73
Trinidad and Tobago,TTO,2001,14330.826
Trinidad and Tobago,TTO,2002,16157.027
Trinidad and Tobago,TTO,2003,15328.249
Trinidad and Tobago,TTO,2004,16723.916
Trinidad and Tobago,TTO,2005,14688.452
Trinidad and Tobago,TTO,2006,15967.535
