Entity,Code,Year,Gas per capita (kWh)
Africa,,1965,29.777592
Africa,,1966,32.45205
Africa,,1967,31.268766
Africa,,1968,30.886887
Africa,,1969,35.162052
Africa,,1970,42.546124
Africa,,1971,49.06941
Africa,,1972,64.09115
Africa,,1973,100.0773
Africa,,1974,109.63275
Africa,,1975,128.45763
Africa,,1976,141.95807
Africa,,1977,154.48024
Africa,,1978,214.25261
Africa,,1979,318.05634
Africa,,1980,388.15622
Africa,,1981,460.98764
Africa,,1982,483.27896
Africa,,1983,516.3851
Africa,,1984,481.13828
Africa,,1985,501.82892
Africa,,1986,548.0153
Africa,,1987,549.89856
Africa,,1988,592.94904
Africa,,1989,598.02026
Africa,,1990,624.6817
Africa,,1991,613.1459
Africa,,1992,626.95386
Africa,,1993,598.78076
Africa,,1994,611.2313
Africa,,1995,636.78467
Africa,,1996,651.8774
Africa,,1997,623.30536
Africa,,1998,640.25085
Africa,,1999,630.73444
Africa,,2000,679.9203
Africa,,2001,756.00146
Africa,,2002,779.25494
Africa,,2003,806.4106
Africa,,2004,865.51917
Africa,,2005,870.81506
Africa,,2006,886.53125
Africa,,2007,922.1196
Africa,,2008,933.6526
Africa,,2009,915.423
Africa,,2010,930.04974
Africa,,2011,980.5272
Africa,,2012,1033.2534
Africa,,2013,1026.696
Africa,,2014,1028.2924
Africa,,2015,1104.5526
Africa,,2016,1113.1201
Africa,,2017,1147.8036
Africa,,2018,1192.3983
Africa,,2019,1168.5863
Africa,,2020,1129.5319
Africa,,2021,1208.8204
Africa,,2022,1138.9896
Algeria,DZA,1965,600.14075
Algeria,DZA,1966,611.9881
Algeria,DZA,1967,580.6141
Algeria,DZA,1968,596.8662
Algeria,DZA,1969,767.30194
Algeria,DZA,1970,705.34467
Algeria,DZA,1971,783.08215
Algeria,DZA,1972,888.5282
Algeria,DZA,1973,1207.8057
Algeria,DZA,1974,1364.3291
Algeria,DZA,1975,1811.7994
Algeria,DZA,1976,2041.6028
Algeria,DZA,1977,2095.2983
Algeria,DZA,1978,3269.7163
Algeria,DZA,1979,4487.468
Algeria,DZA,1980,5839.9077
Algeria,DZA,1981,7351.2935
Algeria,DZA,1982,8070.5225
Algeria,DZA,1983,8544.341
Algeria,DZA,1984,7256.925
Algeria,DZA,1985,6949.2666
Algeria,DZA,1986,7360.9546
Algeria,DZA,1987,7304.621
Algeria,DZA,1988,8007.922
Algeria,DZA,1989,7339.7373
Algeria,DZA,1990,7645.5117
Algeria,DZA,1991,7373.2754
Algeria,DZA,1992,7437.8086
Algeria,DZA,1993,6527.0747
Algeria,DZA,1994,6735.466
Algeria,DZA,1995,7100.958
Algeria,DZA,1996,7166.1226
Algeria,DZA,1997,6582.9766
Algeria,DZA,1998,6706.2153
Algeria,DZA,1999,6758.9854
Algeria,DZA,2000,6206.832
Algeria,DZA,2001,6324.227
Algeria,DZA,2002,6160.971
Algeria,DZA,2003,6424.146
Algeria,DZA,2004,6517.932
Algeria,DZA,2005,6783.444
Algeria,DZA,2006,6834.0645
Algeria,DZA,2007,6879.9414
Algeria,DZA,2008,7059.4375
Algeria,DZA,2009,7447.361
Algeria,DZA,2010,7063.526
Algeria,DZA,2011,7332.8843
Algeria,DZA,2012,8017.6113
Algeria,DZA,2013,8452.89
Algeria,DZA,2014,9311.576
Algeria,DZA,2015,9590.157
Algeria,DZA,2016,9567.8955
Algeria,DZA,2017,9593.051
Algeria,DZA,2018,10353.41
Algeria,DZA,2019,10550.106
Algeria,DZA,2020,9976.61
Algeria,DZA,2021,10797.578
Algeria,DZA,2022,9860.092
Argentina,ARG,1965,1869.7122
Argentina,ARG,1966,1993.3472
Argentina,ARG,1967,2052.0903
Argentina,ARG,1968,2249.8
Argentina,ARG,1969,2207.0981
Argentina,ARG,1970,2455.4368
Argentina,ARG,1971,2609.164
Argentina,ARG,1972,2881.6074
Argentina,ARG,1973,3225.654
Argentina,ARG,1974,3356.5906
Argentina,ARG,1975,3382.5354
Argentina,ARG,1976,3747.177
Argentina,ARG,1977,3851.5889
Argentina,ARG,1978,3686.3547
Argentina,ARG,1979,3730.0603
Argentina,ARG,1980,4001.071
Argentina,ARG,1981,4115.9453
Argentina,ARG,1982,4603.13
Argentina,ARG,1983,4872.904
Argentina,ARG,1984,5108.2637
Argentina,ARG,1985,5140.7085
Argentina,ARG,1986,5471.597
Argentina,ARG,1987,5392.661
Argentina,ARG,1988,6204.9414
Argentina,ARG,1989,6421.702
Argentina,ARG,1990,6045.7847
Argentina,ARG,1991,6068.988
Argentina,ARG,1992,6472.0767
Argentina,ARG,1993,6742.0317
Argentina,ARG,1994,6837.929
Argentina,ARG,1995,7510.9277
Argentina,ARG,1996,8510.56
Argentina,ARG,1997,7749.3784
Argentina,ARG,1998,8188.8916
Argentina,ARG,1999,8585.947
Argentina,ARG,2000,8712.18
Argentina,ARG,2001,8066.8696
Argentina,ARG,2002,7770.24
Argentina,ARG,2003,8785.439
Argentina,ARG,2004,9519.077
Argentina,ARG,2005,10055.924
Argentina,ARG,2006,10297.3
Argentina,ARG,2007,10711.224
Argentina,ARG,2008,10723.785
Argentina,ARG,2009,10282.963
Argentina,ARG,2010,10240.216
Argentina,ARG,2011,10558.529
Argentina,ARG,2012,10884.775
Argentina,ARG,2013,10858.592
Argentina,ARG,2014,10777.813
Argentina,ARG,2015,10784.959
Argentina,ARG,2016,11040.063
Argentina,ARG,2017,10963.67
Argentina,ARG,2018,10965.594
Argentina,ARG,2019,10405.27
Argentina,ARG,2020,9754.6875
Argentina,ARG,2021,10145.17
Argentina,ARG,2022,10037.938
Asia,,1965,49.47151
Asia,,1966,55.7107
Asia,,1967,63.28846
Asia,,1968,72.76883
Asia,,1969,87.635864
Asia,,1970,101.794426
Asia,,1971,113.425896
Asia,,1972,123.2709
Asia,,1973,147.33
Asia,,1974,170.65079
Asia,,1975,191.68529
Asia,,1976,209.29097
Asia,,1977,248.98048
Asia,,1978,289.2983
Asia,,1979,345.9996
Asia,,1980,353.75644
Asia,,1981,356.1626
Asia,,1982,372.8047
Asia,,1983,393.27625
Asia,,1984,474.2096
Asia,,1985,741.53894
Asia,,1986,817.8009
Asia,,1987,854.04
Asia,,1988,898.9895
Asia,,1989,956.4806
Asia,,1990,975.6461
Asia,,1991,1014.44086
Asia,,1992,1061.6665
Asia,,1993,1040.1069
Asia,,1994,1106.6184
Asia,,1995,1158.0796
Asia,,1996,1221.3013
Asia,,1997,1265.8651
Asia,,1998,1303.5254
Asia,,1999,1387.987
Asia,,2000,1444.472
Asia,,2001,1517.4333
Asia,,2002,1584.2228
Asia,,2003,1674.7179
Asia,,2004,1777.5685
Asia,,2005,1890.1199
Asia,,2006,1980.8696
Asia,,2007,2111.7986
Asia,,2008,2231.5142
Asia,,2009,2267.951
Asia,,2010,2464.116
Asia,,2011,2614.5383
Asia,,2012,2719.0815
Asia,,2013,2760.1155
Asia,,2014,2846.8608
Asia,,2015,2915.8145
Asia,,2016,2966.822
Asia,,2017,3069.157
Asia,,2018,3197.8093
Asia,,2019,3246.4514
Asia,,2020,3290.4797
Asia,,2021,3467.8555
Asia,,2022,3385.3035
Australia,AUS,1965,2.5947576
Australia,AUS,1966,3.3900719
Australia,AUS,1967,3.3279383
Australia,AUS,1968,25.323706
Australia,AUS,1969,336.35324
Australia,AUS,1970,1373.8723
Australia,AUS,1971,1987.6099
Australia,AUS,1972,2787.4714
Australia,AUS,1973,3483.1414
Australia,AUS,1974,3916.0251
Australia,AUS,1975,4152.843
Australia,AUS,1976,4849.4683
Australia,AUS,1977,5479.211
Australia,AUS,1978,5832.1577
Australia,AUS,1979,6637.167
Australia,AUS,1980,7525.0513
Australia,AUS,1981,8033.754
Australia,AUS,1982,7712.117
Australia,AUS,1983,8260.6875
Australia,AUS,1984,8043.7393
Australia,AUS,1985,8485.702
Australia,AUS,1986,9138.556
Australia,AUS,1987,9188.282
Australia,AUS,1988,9257.794
Australia,AUS,1989,9935.092
Australia,AUS,1990,9840.419
Australia,AUS,1991,9311.572
Australia,AUS,1992,9527.248
Australia,AUS,1993,9783.246
Australia,AUS,1994,10758.838
Australia,AUS,1995,10743.524
Australia,AUS,1996,10697.795
Australia,AUS,1997,10391.222
Australia,AUS,1998,10587.934
Australia,AUS,1999,10730.37
Australia,AUS,2000,10808.241
Australia,AUS,2001,11517.638
Australia,AUS,2002,11714.418
Australia,AUS,2003,11672.818
Australia,AUS,2004,11770.906
Australia,AUS,2005,11530.483
Australia,AUS,2006,12675.536
Australia,AUS,2007,13931.184
Australia,AUS,2008,13429.558
Australia,AUS,2009,13451.167
Australia,AUS,2010,14399.467
Australia,AUS,2011,14797.118
Australia,AUS,2012,14644.045
Australia,AUS,2013,15143.996
Australia,AUS,2014,16006.997
Australia,AUS,2015,16370.515
Australia,AUS,2016,15685.702
Australia,AUS,2017,15162.218
Australia,AUS,2018,14888.683
Australia,AUS,2019,17374.59
Australia,AUS,2020,16553.49
Australia,AUS,2021,15396.16
Australia,AUS,2022,15901.653
Austria,AUT,1965,2411.129
Austria,AUT,1966,2570.8564
Austria,AUT,1967,2444.7644
Austria,AUT,1968,2593.668
Austria,AUT,1969,3135.9243
Austria,AUT,1970,3790.5999
Austria,AUT,1971,4335.0586
Austria,AUT,1972,4657.8315
Austria,AUT,1973,5091.123
Austria,AUT,1974,5508.992
Austria,AUT,1975,5516.9604
Austria,AUT,1976,6294.712
Austria,AUT,1977,6412.6416
Austria,AUT,1978,6675.4736
Austria,AUT,1979,6630.074
Austria,AUT,1980,6369.4688
Austria,AUT,1981,6056.327
Austria,AUT,1982,5858.3486
Austria,AUT,1983,5987.088
Austria,AUT,1984,6666.5957
Austria,AUT,1985,7139.75
Austria,AUT,1986,6927.389
Austria,AUT,1987,7221.7437
Austria,AUT,1988,6907.5215
Austria,AUT,1989,7383.766
Austria,AUT,1990,8065.772
Austria,AUT,1991,8466.637
Austria,AUT,1992,8223.918
Austria,AUT,1993,8578.122
Austria,AUT,1994,8789.952
Austria,AUT,1995,9582.779
Austria,AUT,1996,10186.031
Austria,AUT,1997,9806.06
Austria,AUT,1998,10056.26
Austria,AUT,1999,10251.997
Austria,AUT,2000,9762.921
Austria,AUT,2001,10309.173
Austria,AUT,2002,10086.078
Austria,AUT,2003,11037.999
Austria,AUT,2004,11074.526
Austria,AUT,2005,11580.974
Austria,AUT,2006,10829.038
Austria,AUT,2007,10212.395
Austria,AUT,2008,10898.219
Austria,AUT,2009,10586.094
Austria,AUT,2010,11494.689
Austria,AUT,2011,10775.343
Austria,AUT,2012,10230.733
Austria,AUT,2013,9670.877
Austria,AUT,2014,8788.811
Austria,AUT,2015,9219.747
Austria,AUT,2016,9548.673
Austria,AUT,2017,10309.585
Austria,AUT,2018,9826.255
Austria,AUT,2019,10023.088
Austria,AUT,2020,9572.81
Austria,AUT,2021,10102.873
Austria,AUT,2022,8851.414
Azerbaijan,AZE,1985,19273.11
Azerbaijan,AZE,1986,21053.773
Azerbaijan,AZE,1987,20433.742
Azerbaijan,AZE,1988,19821.426
Azerbaijan,AZE,1989,20576.738
Azerbaijan,AZE,1990,20762.246
Azerbaijan,AZE,1991,19575.945
Azerbaijan,AZE,1992,15015.425
Azerbaijan,AZE,1993,10945.094
Azerbaijan,AZE,1994,10131.55
Azerbaijan,AZE,1995,9929.206
Azerbaijan,AZE,1996,7219.541
Azerbaijan,AZE,1997,6831.7803
Azerbaijan,AZE,1998,6342.7383
Azerbaijan,AZE,1999,6746.289
Azerbaijan,AZE,2000,6450.1157
Azerbaijan,AZE,2001,9149.496
Azerbaijan,AZE,2002,9076.691
Azerbaijan,AZE,2003,9208.416
Azerbaijan,AZE,2004,10679.451
Azerbaijan,AZE,2005,10903.606
Azerbaijan,AZE,2006,11385.688
Azerbaijan,AZE,2007,9894.755
Azerbaijan,AZE,2008,11167.901
Azerbaijan,AZE,2009,9410.444
Azerbaijan,AZE,2010,8831.702
Azerbaijan,AZE,2011,9546.4375
Azerbaijan,AZE,2012,9885.067
Azerbaijan,AZE,2013,9795.818
Azerbaijan,AZE,2014,10115.549
Azerbaijan,AZE,2015,11300.825
Azerbaijan,AZE,2016,10956.665
Azerbaijan,AZE,2017,10541.162
Azerbaijan,AZE,2018,10653.323
Azerbaijan,AZE,2019,11521.07
Azerbaijan,AZE,2020,12024.156
Azerbaijan,AZE,2021,12428.439
Azerbaijan,AZE,2022,11683.125
Bangladesh,BGD,1971,53.63159
Bangladesh,BGD,1972,52.881023
Bangladesh,BGD,1973,82.66063
Bangladesh,BGD,1974,97.50635
Bangladesh,BGD,1975,66.35679
Bangladesh,BGD,1976,94.88894
Bangladesh,BGD,1977,103.963776
Bangladesh,BGD,1978,107.669525
Bangladesh,BGD,1979,120.4474
Bangladesh,BGD,1980,146.44536
Bangladesh,BGD,1981,158.01617
Bangladesh,BGD,1982,199.59097
Bangladesh,BGD,1983,216.01495
Bangladesh,BGD,1984,242.69894
Bangladesh,BGD,1985,268.66104
Bangladesh,BGD,1986,295.81387
Bangladesh,BGD,1987,339.8929
Bangladesh,BGD,1988,391.4844
Bangladesh,BGD,1989,405.15952
Bangladesh,BGD,1990,426.9063
Bangladesh,BGD,1991,431.2181
Bangladesh,BGD,1992,461.66254
Bangladesh,BGD,1993,506.9931
Bangladesh,BGD,1994,527.4901
Bangladesh,BGD,1995,572.3867
Bangladesh,BGD,1996,603.65826
Bangladesh,BGD,1997,582.8678
Bangladesh,BGD,1998,618.12756
Bangladesh,BGD,1999,661.14703
Bangladesh,BGD,2000,701.13434
Bangladesh,BGD,2001,770.3479
Bangladesh,BGD,2002,795.5235
Bangladesh,BGD,2003,840.89075
Bangladesh,BGD,2004,889.1315
Bangladesh,BGD,2005,941.24713
Bangladesh,BGD,2006,1007.0452
Bangladesh,BGD,2007,1064.0214
Bangladesh,BGD,2008,1126.1361
Bangladesh,BGD,2009,1277.8369
Bangladesh,BGD,2010,1297.4985
Bangladesh,BGD,2011,1303.6427
Bangladesh,BGD,2012,1402.8658
Bangladesh,BGD,2013,1425.2267
Bangladesh,BGD,2014,1476.1526
Bangladesh,BGD,2015,1638.0956
Bangladesh,BGD,2016,1655.413
Bangladesh,BGD,2017,1643.6134
Bangladesh,BGD,2018,1675.7294
Bangladesh,BGD,2019,1868.9635
Bangladesh,BGD,2020,1786.8323
Bangladesh,BGD,2021,1806.5995
Bangladesh,BGD,2022,1705.6271
Belarus,BLR,1985,8539.424
Belarus,BLR,1986,8644.532
Belarus,BLR,1987,9692.067
Belarus,BLR,1988,11154.0625
Belarus,BLR,1989,11685.299
Belarus,BLR,1990,12401.083
Belarus,BLR,1991,12942.598
Belarus,BLR,1992,15003.78
Belarus,BLR,1993,13914.711
Belarus,BLR,1994,12170.004
Belarus,BLR,1995,11017.368
Belarus,BLR,1996,11630.61
Belarus,BLR,1997,13348.845
Belarus,BLR,1998,13573.856
Belarus,BLR,1999,13892.896
Belarus,BLR,2000,14813.665
Belarus,BLR,2001,14808.596
Belarus,BLR,2002,15335.155
Belarus,BLR,2003,15180.664
Belarus,BLR,2004,18534.9
Belarus,BLR,2005,19126.666
Belarus,BLR,2006,19640.877
Belarus,BLR,2007,19816.361
Belarus,BLR,2008,20373.723
Belarus,BLR,2009,17352.412
Belarus,BLR,2010,21300.438
Belarus,BLR,2011,19806.549
Belarus,BLR,2012,20023.305
Belarus,BLR,2013,19884.422
Belarus,BLR,2014,19725.553
Belarus,BLR,2015,18451.326
Belarus,BLR,2016,18322.324
Belarus,BLR,2017,18756.688
Belarus,BLR,2018,19920.71
Belarus,BLR,2019,19810.375
Belarus,BLR,2020,18425.863
Belarus,BLR,2021,19587.965
Belarus,BLR,2022,19362.898
Belgium,BEL,1965,78.09104
Belgium,BEL,1966,140.13141
Belgium,BEL,1967,531.30615
Belgium,BEL,1968,1287.01
Belgium,BEL,1969,2641.2346
Belgium,BEL,1970,4128.175
Belgium,BEL,1971,5670.65
Belgium,BEL,1972,7124.8857
Belgium,BEL,1973,8539.511
Belgium,BEL,1974,9986.268
Belgium,BEL,1975,9852.555
Belgium,BEL,1976,10396.591
Belgium,BEL,1977,10215.175
Belgium,BEL,1978,10114.535
Belgium,BEL,1979,11035.641
Belgium,BEL,1980,10543.455
Belgium,BEL,1981,9709.919
Belgium,BEL,1982,8083.953
Belgium,BEL,1983,8392.896
Belgium,BEL,1984,8654.442
Belgium,BEL,1985,8690.213
Belgium,BEL,1986,7796.9644
Belgium,BEL,1987,8587.329
Belgium,BEL,1988,8459.981
Belgium,BEL,1989,9383.383
Belgium,BEL,1990,9608.703
Belgium,BEL,1991,10221.014
Belgium,BEL,1992,10502.842
Belgium,BEL,1993,10961.356
Belgium,BEL,1994,11180.252
Belgium,BEL,1995,12335.114
Belgium,BEL,1996,13673.575
Belgium,BEL,1997,13003.089
Belgium,BEL,1998,14196.733
Belgium,BEL,1999,15107.285
Belgium,BEL,2000,15126.406
Belgium,BEL,2001,14877.514
Belgium,BEL,2002,15288.898
Belgium,BEL,2003,16213.884
Belgium,BEL,2004,16438.15
Belgium,BEL,2005,16063.048
Belgium,BEL,2006,16431.02
Belgium,BEL,2007,16444.078
Belgium,BEL,2008,16222.526
Belgium,BEL,2009,16270.237
Belgium,BEL,2010,17837.924
Belgium,BEL,2011,15082.503
Belgium,BEL,2012,15175.222
Belgium,BEL,2013,14890.222
Belgium,BEL,2014,12940.282
Belgium,BEL,2015,14090.921
Belgium,BEL,2016,14305.409
Belgium,BEL,2017,14415.663
Belgium,BEL,2018,14739.01
Belgium,BEL,2019,15105.157
Belgium,BEL,2020,14702.125
Belgium,BEL,2021,14606.851
Belgium,BEL,2022,12485.879
Brazil,BRA,1965,6.0671105
Brazil,BRA,1966,6.902821
Brazil,BRA,1967,7.598423
Brazil,BRA,1968,7.8256116
Brazil,BRA,1969,8.042148
Brazil,BRA,1970,8.415622
Brazil,BRA,1971,12.933001
Brazil,BRA,1972,17.331139
Brazil,BRA,1973,19.362549
Brazil,BRA,1974,36.380726
Brazil,BRA,1975,38.610573
Brazil,BRA,1976,43.45236
Brazil,BRA,1977,52.939358
Brazil,BRA,1978,68.039474
Brazil,BRA,1979,72.819626
Brazil,BRA,1980,83.14827
Brazil,BRA,1981,72.89311
Brazil,BRA,1982,101.799965
Brazil,BRA,1983,134.59868
Brazil,BRA,1984,153.25117
Brazil,BRA,1985,188.17741
Brazil,BRA,1986,214.7412
Brazil,BRA,1987,234.96461
Brazil,BRA,1988,231.99063
Brazil,BRA,1989,233.43466
Brazil,BRA,1990,208.71791
Brazil,BRA,1991,213.2605
Brazil,BRA,1992,237.61261
Brazil,BRA,1993,273.8853
Brazil,BRA,1994,294.39407
Brazil,BRA,1995,319.87793
Brazil,BRA,1996,347.07593
Brazil,BRA,1997,371.55823
Brazil,BRA,1998,383.72073
Brazil,BRA,1999,448.9142
Brazil,BRA,2000,551.78827
Brazil,BRA,2001,689.4149
Brazil,BRA,2002,804.32837
Brazil,BRA,2003,889.6323
Brazil,BRA,2004,1046.0302
Brazil,BRA,2005,1077.484
Brazil,BRA,2006,1121.158
Brazil,BRA,2007,1142.7665
Brazil,BRA,2008,1331.8408
Brazil,BRA,2009,1062.5577
Brazil,BRA,2010,1404.4454
Brazil,BRA,2011,1386.754
Brazil,BRA,2012,1629.0083
Brazil,BRA,2013,1902.7579
Brazil,BRA,2014,1998.2081
Brazil,BRA,2015,2092.5442
Brazil,BRA,2016,1792.9012
Brazil,BRA,2017,1804.8505
Brazil,BRA,2018,1707.7308
Brazil,BRA,2019,1687.2632
Brazil,BRA,2020,1473.9325
Brazil,BRA,2021,1887.1443
Brazil,BRA,2022,1485.0991
Bulgaria,BGR,1965,68.249794
Bulgaria,BGR,1966,101.03325
Bulgaria,BGR,1967,305.30157
Bulgaria,BGR,1968,463.53012
Bulgaria,BGR,1969,477.88846
Bulgaria,BGR,1970,427.77197
Bulgaria,BGR,1971,332.68713
Bulgaria,BGR,1972,222.75475
Bulgaria,BGR,1973,223.05383
Bulgaria,BGR,1974,482.8798
Bulgaria,BGR,1975,1275.1141
Bulgaria,BGR,1976,2219.6917
Bulgaria,BGR,1977,2821.9626
Bulgaria,BGR,1978,3002.8398
Bulgaria,BGR,1979,3206.8315
Bulgaria,BGR,1980,4119.0444
Bulgaria,BGR,1981,4481.7764
Bulgaria,BGR,1982,4963.833
Bulgaria,BGR,1983,5224.1177
Bulgaria,BGR,1984,5503.109
Bulgaria,BGR,1985,6017.441
Bulgaria,BGR,1986,5992.4546
Bulgaria,BGR,1987,6702.5303
Bulgaria,BGR,1988,6533.0083
Bulgaria,BGR,1989,6749.2397
Bulgaria,BGR,1990,7187.3965
Bulgaria,BGR,1991,6101.993
Bulgaria,BGR,1992,5435.889
Bulgaria,BGR,1993,5091.5107
Bulgaria,BGR,1994,5131.065
Bulgaria,BGR,1995,6244.615
Bulgaria,BGR,1996,6437.542
Bulgaria,BGR,1997,5186.613
Bulgaria,BGR,1998,4383.945
Bulgaria,BGR,1999,3832.0703
Bulgaria,BGR,2000,4207.1543
Bulgaria,BGR,2001,3564.3728
Bulgaria,BGR,2002,3184.1536
Bulgaria,BGR,2003,3388.9697
Bulgaria,BGR,2004,3330.9224
Bulgaria,BGR,2005,4179.536
Bulgaria,BGR,2006,4333.8687
Bulgaria,BGR,2007,4394.202
Bulgaria,BGR,2008,4419.7573
Bulgaria,BGR,2009,3178.0725
Bulgaria,BGR,2010,3519.7305
Bulgaria,BGR,2011,4055.943
Bulgaria,BGR,2012,3807.549
Bulgaria,BGR,2013,3706.5498
Bulgaria,BGR,2014,3711.4722
Bulgaria,BGR,2015,4104.8643
Bulgaria,BGR,2016,4312.8037
Bulgaria,BGR,2017,4474.322
Bulgaria,BGR,2018,4247.218
Bulgaria,BGR,2019,4013.9817
Bulgaria,BGR,2020,4184.803
Bulgaria,BGR,2021,4795.3315
Bulgaria,BGR,2022,3986.24
Canada,CAN,1965,11005.451
Canada,CAN,1966,11828.571
Canada,CAN,1967,12344.014
Canada,CAN,1968,13530.858
Canada,CAN,1969,14904.309
Canada,CAN,1970,16157.933
Canada,CAN,1971,16888.416
Canada,CAN,1972,18710.762
Canada,CAN,1973,19650.635
Canada,CAN,1974,19593.688
Canada,CAN,1975,19950.576
Canada,CAN,1976,19864.982
Canada,CAN,1977,20596.062
Canada,CAN,1978,20578.213
Canada,CAN,1979,20671.027
Canada,CAN,1980,20296.209
Canada,CAN,1981,19452.42
Canada,CAN,1982,20365.574
Canada,CAN,1983,19222.217
Canada,CAN,1984,21135.596
Canada,CAN,1985,21962.63
Canada,CAN,1986,20916.387
Canada,CAN,1987,20912.791
Canada,CAN,1988,22691.535
Canada,CAN,1989,24143.713
Canada,CAN,1990,23053.826
Canada,CAN,1991,22916.053
Canada,CAN,1992,24007.414
Canada,CAN,1993,25187.576
Canada,CAN,1994,25793.58
Canada,CAN,1995,26375.35
Canada,CAN,1996,26545.451
Canada,CAN,1997,26806.65
Canada,CAN,1998,26126.307
Canada,CAN,1999,27694.744
Canada,CAN,2000,29077.926
Canada,CAN,2001,27107.965
Canada,CAN,2002,27924.592
Canada,CAN,2003,28395.428
Canada,CAN,2004,27519.643
Canada,CAN,2005,27188.969
Canada,CAN,2006,26765.604
Canada,CAN,2007,28499.52
Canada,CAN,2008,27859.102
Canada,CAN,2009,26709.455
Canada,CAN,2010,26961.98
Canada,CAN,2011,29294.998
Canada,CAN,2012,28659.021
Canada,CAN,2013,30071.188
Canada,CAN,2014,31024.635
Canada,CAN,2015,30877.666
Canada,CAN,2016,29128.307
Canada,CAN,2017,30032.484
Canada,CAN,2018,31376.705
Canada,CAN,2019,31144.469
Canada,CAN,2020,29993.312
Canada,CAN,2021,30657.34
Canada,CAN,2022,31629.277
Chile,CHL,1965,686.80817
Chile,CHL,1966,704.18536
Chile,CHL,1967,613.14703
Chile,CHL,1968,514.93427
Chile,CHL,1969,666.0883
Chile,CHL,1970,653.95715
Chile,CHL,1971,655.9498
Chile,CHL,1972,587.7084
Chile,CHL,1973,454.23874
Chile,CHL,1974,465.75403
Chile,CHL,1975,520.00867
Chile,CHL,1976,559.0948
Chile,CHL,1977,566.7253
Chile,CHL,1978,521.3215
Chile,CHL,1979,607.89307
Chile,CHL,1980,613.61005
Chile,CHL,1981,595.5237
Chile,CHL,1982,607.6565
Chile,CHL,1983,646.41486
Chile,CHL,1984,651.7866
Chile,CHL,1985,641.54803
Chile,CHL,1986,578.0091
Chile,CHL,1987,552.078
Chile,CHL,1988,763.48303
Chile,CHL,1989,1171.9315
Chile,CHL,1990,1238.0952
Chile,CHL,1991,1434.5897
Chile,CHL,1992,1578.9857
Chile,CHL,1993,1609.7595
Chile,CHL,1994,1529.4232
Chile,CHL,1995,1444.6344
Chile,CHL,1996,1448.2307
Chile,CHL,1997,1944.6827
Chile,CHL,1998,2651.983
Chile,CHL,1999,3579.7893
Chile,CHL,2000,4568.879
Chile,CHL,2001,5121.2095
Chile,CHL,2002,5108.847
Chile,CHL,2003,5469.3384
Chile,CHL,2004,5877.786
Chile,CHL,2005,5630.6523
Chile,CHL,2006,5159.8228
Chile,CHL,2007,3011.7854
Chile,CHL,2008,1659.6074
Chile,CHL,2009,1660.3379
Chile,CHL,2010,3375.4985
Chile,CHL,2011,3398.5454
Chile,CHL,2012,3056.6877
Chile,CHL,2013,3034.0413
Chile,CHL,2014,2487.0833
Chile,CHL,2015,2699.6377
Chile,CHL,2016,3271.5881
Chile,CHL,2017,3056.6306
Chile,CHL,2018,3014.0273
Chile,CHL,2019,3420.8171
Chile,CHL,2020,3230.7424
Chile,CHL,2021,3500.1619
Chile,CHL,2022,3805.1519
China,CHN,1965,15.316135
China,CHN,1966,18.17812
China,CHN,1967,19.336039
China,CHN,1968,18.081284
China,CHN,1969,24.648634
China,CHN,1970,35.166622
China,CHN,1971,44.69921
China,CHN,1972,56.535053
China,CHN,1973,68.360756
China,CHN,1974,84.3841
China,CHN,1975,97.46887
China,CHN,1976,109.52994
China,CHN,1977,129.59454
China,CHN,1978,144.87949
China,CHN,1979,151.02917
China,CHN,1980,146.40323
China,CHN,1981,128.755
China,CHN,1982,118.63881
China,CHN,1983,119.56593
China,CHN,1984,119.97808
China,CHN,1985,122.91284
China,CHN,1986,128.67526
China,CHN,1987,127.63129
China,CHN,1988,128.79562
China,CHN,1989,133.70224
China,CHN,1990,133.64203
China,CHN,1991,133.36322
China,CHN,1992,134.43173
China,CHN,1993,141.2953
China,CHN,1994,146.58594
China,CHN,1995,146.77692
China,CHN,1996,152.53807
China,CHN,1997,159.94911
China,CHN,1998,163.74524
China,CHN,1999,172.5546
China,CHN,2000,195.36244
China,CHN,2001,217.21466
China,CHN,2002,229.6274
China,CHN,2003,265.15195
China,CHN,2004,308.32397
China,CHN,2005,359.99353
China,CHN,2006,440.0605
China,CHN,2007,537.8523
China,CHN,2008,615.9595
China,CHN,2009,673.75323
China,CHN,2010,807.55634
China,CHN,2011,995.97174
China,CHN,2012,1104.0679
China,CHN,2013,1249.0261
China,CHN,2014,1359.8364
China,CHN,2015,1396.9102
China,CHN,2016,1493.9912
China,CHN,2017,1710.6735
China,CHN,2018,2003.6139
China,CHN,2019,2168.8208
China,CHN,2020,2362.3428
China,CHN,2021,2666.8745
China,CHN,2022,2634.8838
Colombia,COL,1965,489.7865
Colombia,COL,1966,496.30783
Colombia,COL,1967,597.0853
Colombia,COL,1968,592.34467
Colombia,COL,1969,630.34625
Colombia,COL,1970,597.61285
Colombia,COL,1971,607.53326
Colombia,COL,1972,725.41815
Colombia,COL,1973,734.942
Colombia,COL,1974,747.91864
Colombia,COL,1975,689.72974
Colombia,COL,1976,719.4621
Colombia,COL,1977,787.711
Colombia,COL,1978,953.8924
Colombia,COL,1979,1005.5581
Colombia,COL,1980,1083.866
Colombia,COL,1981,1143.6761
