Entity,Code,Year,Gas per capita (kWh)
Vietnam,VNM,1983,11.086806
Vietnam,VNM,1984,9.417557
Vietnam,VNM,1985,5.7275953
Vietnam,VNM,1986,5.832139
Vietnam,VNM,1987,5.7008705
Vietnam,VNM,1988,4.2194014
Vietnam,VNM,1989,4.8643303
Vietnam,VNM,1990,5.7687173
Vietnam,VNM,1991,10.164014
Vietnam,VNM,1992,29.03763
Vietnam,VNM,1993,33.894657
Vietnam,VNM,1994,33.27536
Vietnam,VNM,1995,19.035952
Vietnam,VNM,1996,36.953712
Vietnam,VNM,1997,67.371086
Vietnam,VNM,1998,112.60439
Vietnam,VNM,1999,160.57864
Vietnam,VNM,2000,195.4402
Vietnam,VNM,2001,241.80078
Vietnam,VNM,2002,287.19415
Vietnam,VNM,2003,281.05826
Vietnam,VNM,2004,487.70987
Vietnam,VNM,2005,747.46735
Vietnam,VNM,2006,804.6284
Vietnam,VNM,2007,806.04254
Vietnam,VNM,2008,845.41693
Vietnam,VNM,2009,893.77765
Vietnam,VNM,2010,1037.9618
Vietnam,VNM,2011,926.2346
Vietnam,VNM,2012,1010.9115
Vietnam,VNM,2013,1042.4227
Vietnam,VNM,2014,1079.914
Vietnam,VNM,2015,1115.8198
Vietnam,VNM,2016,1099.4343
Vietnam,VNM,2017,1012.48334
Vietnam,VNM,2018,1017.723
Vietnam,VNM,2019,1027.7029
Vietnam,VNM,2020,914.5908
Vietnam,VNM,2021,738.59094
Vietnam,VNM,2022,794.1184
World,OWID_WRL,1965,1889.0066
World,OWID_WRL,1966,2016.4363
World,OWID_WRL,1967,2121.76
World,OWID_WRL,1968,2268.0542
World,OWID_WRL,1969,2439.7368
World,OWID_WRL,1970,2601.8413
World,OWID_WRL,1971,2730.1736
World,OWID_WRL,1972,2825.042
World,OWID_WRL,1973,2902.3235
World,OWID_WRL,1974,2918.2368
World,OWID_WRL,1975,2865.1975
World,OWID_WRL,1976,2982.2876
World,OWID_WRL,1977,3026.6917
World,OWID_WRL,1978,3099.0708
World,OWID_WRL,1979,3233.94
World,OWID_WRL,1980,3203.6309
World,OWID_WRL,1981,3181.6704
World,OWID_WRL,1982,3140.1438
World,OWID_WRL,1983,3133.8867
World,OWID_WRL,1984,3329.821
World,OWID_WRL,1985,3344.9448
World,OWID_WRL,1986,3317.3535
World,OWID_WRL,1987,3428.2776
World,OWID_WRL,1988,3524.515
World,OWID_WRL,1989,3615.9543
World,OWID_WRL,1990,3664.4998
World,OWID_WRL,1991,3694.401
World,OWID_WRL,1992,3652.7634
World,OWID_WRL,1993,3633.478
World,OWID_WRL,1994,3601.942
World,OWID_WRL,1995,3674.68
World,OWID_WRL,1996,3804.069
World,OWID_WRL,1997,3729.8677
World,OWID_WRL,1998,3746.9229
World,OWID_WRL,1999,3802.3765
World,OWID_WRL,2000,3902.204
World,OWID_WRL,2001,3902.7153
World,OWID_WRL,2002,3965.234
World,OWID_WRL,2003,4024.089
World,OWID_WRL,2004,4126.338
World,OWID_WRL,2005,4183.828
World,OWID_WRL,2006,4240.272
World,OWID_WRL,2007,4358.6025
World,OWID_WRL,2008,4408.0938
World,OWID_WRL,2009,4262.6914
World,OWID_WRL,2010,4522.687
World,OWID_WRL,2011,4573.5425
World,OWID_WRL,2012,4636.192
World,OWID_WRL,2013,4653.676
World,OWID_WRL,2014,4629.69
World,OWID_WRL,2015,4684.248
World,OWID_WRL,2016,4737.1655
World,OWID_WRL,2017,4805.5215
World,OWID_WRL,2018,4991.785
World,OWID_WRL,2019,5030.0723
World,OWID_WRL,2020,4923.3057
World,OWID_WRL,2021,5142.135
World,OWID_WRL,2022,4942.0093
